#  aims_uuid : 9E77B350-B48A-4CBA-A44E-A8089FE5A8A9                                
#  angular momentum projected density of states for species Cu as calculated by FHI-aims 
# The energy reference for this output is the chemical potential, mu =      -5.705409 eV
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
      -32.17432591        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.16432466        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.15432341        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.14432216        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.13432091        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.12431966        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.11431841        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.10431716        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.09431591        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.08431466        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.07431341        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.06431216        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.05431091        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.04430966        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.03430841        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.02430716        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.01430591        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -32.00430466        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.99430341        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.98430216        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.97430091        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.96429966        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.95429840        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.94429715        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.93429590        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.92429465        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.91429340        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.90429215        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.89429090        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.88428965        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.87428840        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
      -31.86428715        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000
